/usr/local/gcc/7.1.0/bin/g++
/usr/local/gcc/7.1.0/lib:/usr/local/gcc/7.1.0/lib64
copy, wrapper_strategy, uint32_t,  0.9969, 100
sort, wrapper_strategy, test_struct,  0.9818, 1000
sort, wrapper_strategy, test_struct,  0.9903, 2000
sort, wrapper_strategy, test_struct,  1.0077, 5000
sort, wrapper_strategy, test_struct,  1.0091, 10000
sort, wrapper_strategy, test_struct,  1.0136, 20000
sort, wrapper_strategy, test_struct,  1.0098, 50000
sort, wrapper_strategy, test_struct,  1.0096, 100000
sort, wrapper_strategy, test_struct,  1.0102, 200000
sort, wrapper_strategy, test_struct,  1.0113, 500000
sort, wrapper_strategy, test_struct,  1.0107, 1000000

sort, based_2dxl_strategy, uint32_t,  1.0659, 100
sort, based_2dxl_strategy, uint32_t,  1.0663, 200
sort, based_2dxl_strategy, uint32_t,  1.0686, 500
sort, based_2dxl_strategy, uint32_t,  1.0840, 1000
sort, based_2dxl_strategy, uint32_t,  1.0884, 2000
sort, based_2dxl_strategy, uint32_t,  1.0938, 5000
sort, based_2dxl_strategy, uint32_t,  1.0767, 10000
sort, based_2dxl_strategy, uint32_t,  1.0870, 20000
sort, based_2dxl_strategy, uint32_t,  1.0844, 50000
sort, based_2dxl_strategy, uint32_t,  1.0896, 100000
sort, based_2dxl_strategy, uint32_t,  1.0896, 200000
sort, based_2dxl_strategy, uint32_t,  1.0870, 500000
sort, based_2dxl_strategy, uint32_t,  1.0870, 1000000

sort, based_2dxl_strategy, uint64_t,  1.1564, 100
sort, based_2dxl_strategy, uint64_t,  1.1387, 200
sort, based_2dxl_strategy, uint64_t,  1.1171, 500
sort, based_2dxl_strategy, uint64_t,  1.1022, 1000
sort, based_2dxl_strategy, uint64_t,  1.1114, 2000
sort, based_2dxl_strategy, uint64_t,  1.0986, 5000
sort, based_2dxl_strategy, uint64_t,  1.0918, 10000
sort, based_2dxl_strategy, uint64_t,  1.0980, 20000
sort, based_2dxl_strategy, uint64_t,  1.0944, 50000
sort, based_2dxl_strategy, uint64_t,  1.0924, 100000
sort, based_2dxl_strategy, uint64_t,  1.0872, 200000
sort, based_2dxl_strategy, uint64_t,  1.0749, 500000
sort, based_2dxl_strategy, uint64_t,  1.1041, 1000000

sort, based_2dxl_strategy, string,  1.0735, 100
sort, based_2dxl_strategy, string,  1.0609, 200
sort, based_2dxl_strategy, string,  1.0544, 500
sort, based_2dxl_strategy, string,  1.0131, 1000
sort, based_2dxl_strategy, string,  1.0368, 2000
sort, based_2dxl_strategy, string,  1.0442, 5000
sort, based_2dxl_strategy, string,  1.0547, 10000
sort, based_2dxl_strategy, string,  1.0544, 20000
sort, based_2dxl_strategy, string,  1.0532, 50000
sort, based_2dxl_strategy, string,  1.0501, 100000
sort, based_2dxl_strategy, string,  1.0339, 200000
sort, based_2dxl_strategy, string,  1.0363, 500000
sort, based_2dxl_strategy, string,  1.0133, 1000000

sort, based_2dxl_strategy, test_struct,  1.0494, 100
sort, based_2dxl_strategy, test_struct,  1.0405, 200
sort, based_2dxl_strategy, test_struct,  1.0406, 500
sort, based_2dxl_strategy, test_struct,  1.0488, 1000
sort, based_2dxl_strategy, test_struct,  1.0245, 2000
sort, based_2dxl_strategy, test_struct,  1.0261, 5000
sort, based_2dxl_strategy, test_struct,  1.0367, 10000
sort, based_2dxl_strategy, test_struct,  1.0318, 20000
sort, based_2dxl_strategy, test_struct,  1.0352, 50000
sort, based_2dxl_strategy, test_struct,  1.0200, 100000
sort, based_2dxl_strategy, test_struct,  1.0302, 200000
sort, based_2dxl_strategy, test_struct,  1.0387, 500000
sort, based_2dxl_strategy, test_struct,  1.0354, 1000000

sort, based_2d_strategy, uint32_t,  1.5691, 100
sort, based_2d_strategy, uint32_t,  1.5380, 200
sort, based_2d_strategy, uint32_t,  1.5005, 500
sort, based_2d_strategy, uint32_t,  1.4955, 1000
sort, based_2d_strategy, uint32_t,  1.4912, 2000
sort, based_2d_strategy, uint32_t,  1.5204, 5000
sort, based_2d_strategy, uint32_t,  1.4653, 10000
sort, based_2d_strategy, uint32_t,  1.4734, 20000
sort, based_2d_strategy, uint32_t,  1.4736, 50000
sort, based_2d_strategy, uint32_t,  1.4690, 100000
sort, based_2d_strategy, uint32_t,  1.4642, 200000
sort, based_2d_strategy, uint32_t,  1.4662, 500000
sort, based_2d_strategy, uint32_t,  1.4596, 1000000

sort, based_2d_strategy, uint64_t,  1.7261, 100
sort, based_2d_strategy, uint64_t,  1.6214, 200
sort, based_2d_strategy, uint64_t,  1.5851, 500
sort, based_2d_strategy, uint64_t,  1.5647, 1000
sort, based_2d_strategy, uint64_t,  1.5538, 2000
sort, based_2d_strategy, uint64_t,  1.5122, 5000
sort, based_2d_strategy, uint64_t,  1.5138, 10000
sort, based_2d_strategy, uint64_t,  1.5124, 20000
sort, based_2d_strategy, uint64_t,  1.5205, 50000
sort, based_2d_strategy, uint64_t,  1.5161, 100000
sort, based_2d_strategy, uint64_t,  1.5122, 200000
sort, based_2d_strategy, uint64_t,  1.5088, 500000
sort, based_2d_strategy, uint64_t,  1.5024, 1000000

sort, based_2d_strategy, string,  1.1225, 100
sort, based_2d_strategy, string,  1.1116, 200
sort, based_2d_strategy, string,  1.0486, 500
sort, based_2d_strategy, string,  1.1358, 1000
sort, based_2d_strategy, string,  1.1037, 2000
sort, based_2d_strategy, string,  1.1125, 5000
sort, based_2d_strategy, string,  1.1245, 10000
sort, based_2d_strategy, string,  1.1246, 20000
sort, based_2d_strategy, string,  1.1245, 50000
sort, based_2d_strategy, string,  1.1265, 100000
sort, based_2d_strategy, string,  1.1213, 200000
sort, based_2d_strategy, string,  1.1110, 500000
sort, based_2d_strategy, string,  1.1060, 1000000

sort, based_2d_strategy, test_struct,  1.1019, 100
sort, based_2d_strategy, test_struct,  1.0674, 200
sort, based_2d_strategy, test_struct,  1.0607, 500
sort, based_2d_strategy, test_struct,  1.0607, 1000
sort, based_2d_strategy, test_struct,  1.0526, 2000
sort, based_2d_strategy, test_struct,  1.0504, 5000
sort, based_2d_strategy, test_struct,  1.0492, 10000
sort, based_2d_strategy, test_struct,  1.0500, 20000
sort, based_2d_strategy, test_struct,  1.0489, 50000
sort, based_2d_strategy, test_struct,  1.0502, 100000
sort, based_2d_strategy, test_struct,  1.0534, 200000
sort, based_2d_strategy, test_struct,  1.0521, 500000
sort, based_2d_strategy, test_struct,  1.0219, 1000000

sort, based_1d_strategy, uint32_t,  1.2432, 100
sort, based_1d_strategy, uint32_t,  1.2623, 200
sort, based_1d_strategy, uint32_t,  1.2251, 500
sort, based_1d_strategy, uint32_t,  1.2315, 1000
sort, based_1d_strategy, uint32_t,  1.2223, 2000
sort, based_1d_strategy, uint32_t,  1.1691, 5000
sort, based_1d_strategy, uint32_t,  1.2122, 10000
sort, based_1d_strategy, uint32_t,  1.2114, 20000
sort, based_1d_strategy, uint32_t,  1.2116, 50000
sort, based_1d_strategy, uint32_t,  1.2175, 100000
sort, based_1d_strategy, uint32_t,  1.2120, 200000
sort, based_1d_strategy, uint32_t,  1.2067, 500000
sort, based_1d_strategy, uint32_t,  1.2118, 1000000

sort, based_1d_strategy, uint64_t,  1.3139, 100
sort, based_1d_strategy, uint64_t,  1.3052, 200
sort, based_1d_strategy, uint64_t,  1.2681, 500
sort, based_1d_strategy, uint64_t,  1.2679, 1000
sort, based_1d_strategy, uint64_t,  1.2590, 2000
sort, based_1d_strategy, uint64_t,  1.2148, 5000
sort, based_1d_strategy, uint64_t,  1.2393, 10000
sort, based_1d_strategy, uint64_t,  1.2460, 20000
sort, based_1d_strategy, uint64_t,  1.2365, 50000
sort, based_1d_strategy, uint64_t,  1.2363, 100000
sort, based_1d_strategy, uint64_t,  1.2306, 200000
sort, based_1d_strategy, uint64_t,  1.2285, 500000
sort, based_1d_strategy, uint64_t,  1.2224, 1000000

sort, based_1d_strategy, string,  1.0748, 100
sort, based_1d_strategy, string,  1.0641, 200
sort, based_1d_strategy, string,  1.0652, 500
sort, based_1d_strategy, string,  1.0219, 1000
sort, based_1d_strategy, string,  1.0615, 2000
sort, based_1d_strategy, string,  1.0621, 5000
sort, based_1d_strategy, string,  1.0719, 10000
sort, based_1d_strategy, string,  1.0697, 20000
sort, based_1d_strategy, string,  1.0709, 50000
sort, based_1d_strategy, string,  1.0698, 100000
sort, based_1d_strategy, string,  1.0621, 200000
sort, based_1d_strategy, string,  1.0544, 500000
sort, based_1d_strategy, string,  1.0546, 1000000

sort, based_1d_strategy, test_struct,  1.1953, 100
sort, based_1d_strategy, test_struct,  1.1793, 200
sort, based_1d_strategy, test_struct,  1.1676, 500
sort, based_1d_strategy, test_struct,  1.1326, 1000
sort, based_1d_strategy, test_struct,  1.1573, 2000
sort, based_1d_strategy, test_struct,  1.1729, 5000
sort, based_1d_strategy, test_struct,  1.1804, 10000
sort, based_1d_strategy, test_struct,  1.1841, 20000
sort, based_1d_strategy, test_struct,  1.1886, 50000
sort, based_1d_strategy, test_struct,  1.1878, 100000
sort, based_1d_strategy, test_struct,  1.1924, 200000
sort, based_1d_strategy, test_struct,  1.1863, 500000
sort, based_1d_strategy, test_struct,  1.1698, 1000000

sort, offset_strategy, uint32_t,  2.0017, 100
sort, offset_strategy, uint32_t,  1.7264, 200
sort, offset_strategy, uint32_t,  1.6735, 500
sort, offset_strategy, uint32_t,  1.6222, 1000
sort, offset_strategy, uint32_t,  1.6105, 2000
sort, offset_strategy, uint32_t,  1.6287, 5000
sort, offset_strategy, uint32_t,  1.5737, 10000
sort, offset_strategy, uint32_t,  1.5753, 20000
sort, offset_strategy, uint32_t,  1.5741, 50000
sort, offset_strategy, uint32_t,  1.5669, 100000
sort, offset_strategy, uint32_t,  1.5684, 200000
sort, offset_strategy, uint32_t,  1.5636, 500000
sort, offset_strategy, uint32_t,  1.5552, 1000000

sort, offset_strategy, uint64_t,  2.2737, 100
sort, offset_strategy, uint64_t,  2.0672, 200
sort, offset_strategy, uint64_t,  1.9658, 500
sort, offset_strategy, uint64_t,  1.9195, 1000
sort, offset_strategy, uint64_t,  1.8948, 2000
sort, offset_strategy, uint64_t,  1.8498, 5000
sort, offset_strategy, uint64_t,  1.8529, 10000
sort, offset_strategy, uint64_t,  1.8621, 20000
sort, offset_strategy, uint64_t,  1.8511, 50000
sort, offset_strategy, uint64_t,  1.8507, 100000
sort, offset_strategy, uint64_t,  1.8434, 200000
sort, offset_strategy, uint64_t,  1.8334, 500000
sort, offset_strategy, uint64_t,  1.8288, 1000000

sort, offset_strategy, string,  1.2522, 100
sort, offset_strategy, string,  1.1956, 200
sort, offset_strategy, string,  1.1957, 500
sort, offset_strategy, string,  1.1632, 1000
sort, offset_strategy, string,  1.2037, 2000
sort, offset_strategy, string,  1.2044, 5000
sort, offset_strategy, string,  1.2161, 10000
sort, offset_strategy, string,  1.2087, 20000
sort, offset_strategy, string,  1.2082, 50000
sort, offset_strategy, string,  1.2179, 100000
sort, offset_strategy, string,  1.2083, 200000
sort, offset_strategy, string,  1.1922, 500000
sort, offset_strategy, string,  1.1947, 1000000

sort, offset_strategy, test_struct,  1.4432, 100
sort, offset_strategy, test_struct,  1.3119, 200
sort, offset_strategy, test_struct,  1.2363, 500
sort, offset_strategy, test_struct,  1.1923, 1000
sort, offset_strategy, test_struct,  1.1753, 2000
sort, offset_strategy, test_struct,  1.1873, 5000
sort, offset_strategy, test_struct,  1.1951, 10000
sort, offset_strategy, test_struct,  1.2001, 20000
sort, offset_strategy, test_struct,  1.2026, 50000
sort, offset_strategy, test_struct,  1.2010, 100000
sort, offset_strategy, test_struct,  1.1971, 200000
sort, offset_strategy, test_struct,  1.1865, 500000
sort, offset_strategy, test_struct,  1.1795, 1000000

